	ATA_1	ATA_2	ATA_3	HC_IgG_1	HC_IgG_2	HC_IgG_3	IFNa_1	IFNa_2	IFNa_3
ENSG00000268141	0	0	0	0	0	0	0	0	0
ENSG00000287064	0	0	0	0	0	0	0	0	0
ENSG00000143603	212	190	84	171	108	188	94	144	104
ENSG00000163344	506	549	436	300	324	394	542	420	558
ENSG00000270361	0	0	0	2	0	0	0	0	0
ENSG00000163346	6564	8021	7147	5466	5914	6163	6701	5750	6926
ENSG00000163348	1813	2480	1584	1440	1457	1752	1632	1558	1964
ENSG00000271380	19	20	0	0	10	10	17	2	0
ENSG00000160691	11605	15419	12711	9470	10502	11047	11869	10590	12299
ENSG00000173207	138	190	228	82	130	211	96	110	158
ENSG00000264349	0	0	0	2	4	0	0	0	0
ENSG00000160688	676	1175	880	590	580	827	886	628	942
ENSG00000163352	0	22	0	0	2	0	6	0	0
ENSG00000160685	1259	1666	1364	1144	1118	1365	1357	1250	1405
ENSG00000163354	0	0	0	0	0	0	4	0	0
ENSG00000163357	2	0	26	12	0	4	0	4	0
ENSG00000232093	8	14	4	8	10	8	20	6	2
ENSG00000143537	4231	6448	4616	3226	3879	4249	4593	3789	4863
ENSG00000243364	533	475	390	347	341	533	524	438	470
ENSG00000251246	36	34	66	28	36	16	43	20	22
ENSG00000143590	32	42	62	22	36	18	36	10	34
ENSG00000202027	0	0	0	0	0	0	0	0	0
ENSG00000169242	1296	1330	758	893	889	1280	1252	884	1093
ENSG00000169241	587	766	630	416	513	637	460	527	530
ENSG00000179085	92	58	48	84	56	64	64	56	72
ENSG00000251780	0	0	0	0	0	0	0	0	0
ENSG00000223452	0	0	0	0	0	0	0	0	0
ENSG00000163463	663	862	625	438	574	604	848	754	672
ENSG00000273088	617	777	523	363	540	507	735	633	607
ENSG00000163462	224	279	141	229	190	150	225	204	280
ENSG00000185499	18	46	65	18	18	32	62	24	39
ENSG00000231064	20	10	40	2	6	6	26	2	40
ENSG00000271748	0	0	0	0	0	0	0	0	0
ENSG00000169231	701	764	579	530	500	740	769	519	623
ENSG00000173171	489	660	496	424	436	545	646	528	708
ENSG00000236263	0	0	1	4	12	0	2	1	0
ENSG00000160766	128	152	171	56	105	84	158	76	170
ENSG00000236675	6	13	0	7	0	6	6	10	6
ENSG00000177628	3524	4476	3436	2569	2985	3467	3251	3013	3332
ENSG00000216109	16	6	0	4	0	0	4	8	0
ENSG00000160767	672	940	648	553	636	729	580	542	806
ENSG00000116521	1618	2234	1761	1611	1332	1706	1510	1704	1883
ENSG00000176444	438	666	656	349	470	468	457	447	530
ENSG00000143630	24	82	42	19	29	20	44	31	80
ENSG00000143627	0	0	0	0	0	0	0	0	0
ENSG00000160752	2964	3840	3581	2617	2760	3230	2985	2966	3681
ENSG00000225855	39	99	28	19	8	52	65	5	32
ENSG00000160753	1154	1220	920	687	686	918	819	841	762
ENSG00000116539	8468	9778	10035	7369	7865	8562	8773	7145	8636
ENSG00000207720	59	63	115	89	76	71	47	62	43
ENSG00000207134	0	0	0	0	0	0	4	0	0
ENSG00000227773	7	20	2	20	2	4	32	8	8
ENSG00000238805	2	3	14	2	0	4	0	8	0
ENSG00000207144	0	0	0	0	0	0	0	0	0
ENSG00000237872	0	0	0	0	0	0	0	0	0
ENSG00000235919	2	6	8	2	20	8	12	20	0
ENSG00000271267	0	0	0	0	0	0	0	0	0
ENSG00000225082	8	0	0	0	8	18	10	0	0
ENSG00000223503	0	0	0	0	0	0	0	0	0
ENSG00000232519	0	0	0	0	0	0	0	0	0
ENSG00000125459	318	460	438	208	244	414	398	260	393
ENSG00000246203	206	247	221	229	154	283	250	138	257
ENSG00000287839	0	2	44	4	0	12	20	4	0
ENSG00000163374	1376	1972	2031	924	1255	1312	1324	1126	1485
ENSG00000132676	2377	3448	2914	1791	2254	2792	2663	2136	2932
ENSG00000227673	0	0	0	0	0	0	0	0	0
ENSG00000203761	57	52	102	64	56	106	74	100	94
ENSG00000116580	4984	6276	6530	4203	4798	4915	4899	4398	4959
ENSG00000234937	2	0	0	0	4	0	0	0	0
ENSG00000132718	7994	9069	7939	6309	6923	7005	7486	7228	7663
ENSG00000201614	0	0	0	0	0	0	0	0	0
ENSG00000143622	3755	4809	4623	2994	3391	3697	3730	3352	3316
ENSG00000132680	2838	3412	3000	2309	2613	3000	3053	2486	3328
ENSG00000207475	0	0	0	0	0	0	0	0	0
ENSG00000252808	18	52	4	17	16	7	32	20	42
ENSG00000173080	0	0	0	6	0	0	4	0	0
ENSG00000116584	4054	5268	3911	3137	3412	3723	4010	3327	4106
ENSG00000273002	6	0	0	4	0	0	0	10	8
ENSG00000224276	0	0	0	0	0	0	0	0	0
ENSG00000285677	24	14	36	22	23	26	41	16	8
ENSG00000163479	4721	6445	4698	3794	4130	4451	4916	4056	5687
ENSG00000160803	1905	2903	2133	1519	1800	2022	2091	1728	2538
ENSG00000116586	188	224	146	244	188	234	256	184	308
ENSG00000132698	0	0	0	0	0	0	10	0	0
ENSG00000254726	5784	5948	4722	4643	4549	5040	5631	4726	5080
ENSG00000222611	10	30	2	24	16	32	10	10	14
ENSG00000160789	16423	21689	18196	12675	13668	15441	15799	14320	19381
ENSG00000196189	36	36	0	34	31	61	47	36	12
ENSG00000252236	0	0	0	0	0	0	0	0	0
ENSG00000160785	1885	2476	2399	1399	1718	1932	2105	1811	2282
ENSG00000260238	190	260	302	115	243	132	196	185	328
ENSG00000160783	260	292	352	163	301	180	261	237	378
ENSG00000242252	4	12	0	0	10	0	19	20	4
ENSG00000160781	66	122	32	31	53	91	48	72	76
ENSG00000198952	9980	13194	10118	8200	9288	11071	10062	9084	11822
ENSG00000163472	50	76	64	40	64	56	56	54	68
ENSG00000198715	1402	1585	1207	823	959	1250	1134	889	1378
ENSG00000189030	0	0	0	0	0	0	0	0	0
ENSG00000163468	26398	36783	37187	22916	25610	27556	28005	26311	32928
ENSG00000228155	0	0	0	0	0	0	0	0	0
ENSG00000163467	0	0	0	0	0	0	12	0	4
ENSG00000132677	1	0	0	0	0	0	0	0	0
ENSG00000237390	0	0	0	0	2	0	0	0	0
ENSG00000125462	4	5	0	6	0	1	0	0	8
ENSG00000207933	0	0	0	0	0	0	0	0	0
ENSG00000116604	4078	4700	3872	3303	3239	3867	4009	3188	3638
ENSG00000206651	4	2	0	0	14	10	4	4	0
ENSG00000260460	0	0	0	0	0	0	0	0	0
ENSG00000183856	264	369	322	144	158	278	244	138	205
ENSG00000238843	0	0	0	0	0	0	0	0	0
ENSG00000187862	0	0	0	0	0	0	0	0	0
ENSG00000265960	0	0	0	0	0	0	0	0	0
ENSG00000163382	508	676	408	466	510	450	588	541	473
ENSG00000160818	355	332	396	260	282	292	316	282	334
ENSG00000272971	0	0	0	0	0	0	0	0	0
ENSG00000132702	0	0	0	6	0	0	0	0	6
ENSG00000272068	55	64	52	46	64	32	36	53	109
ENSG00000132692	14	13	1	0	11	0	16	0	0
ENSG00000272405	305	642	458	248	349	371	364	418	550
ENSG00000229953	70	141	82	44	56	26	30	82	74
ENSG00000132688	7048	10429	9344	5891	6326	7695	6896	6284	8252
ENSG00000237588	0	0	0	0	0	0	0	0	0
ENSG00000285570	0	0	0	0	0	0	0	0	0
ENSG00000143320	2	0	24	18	10	16	18	3	24
ENSG00000223356	6	0	0	0	1	2	8	4	14
ENSG00000143319	3723	5268	3902	3017	3291	3707	3457	3590	4375
ENSG00000143303	239	292	300	171	183	202	194	287	308
ENSG00000143314	1240	1476	1270	959	1030	1261	1131	1063	1426
ENSG00000143321	4098	7026	5534	3796	4584	4798	4381	4214	6171
ENSG00000143294	1091	1267	1343	730	952	848	1198	810	1174
ENSG00000287624	0	0	0	0	0	0	0	2	0
ENSG00000027869	10	8	10	21	6	0	8	12	12
ENSG00000198400	2	0	0	6	14	0	12	2	8
ENSG00000027644	0	0	0	0	0	0	4	2	2
ENSG00000187800	8545	9906	7427	5909	7134	7605	7279	6583	8574
ENSG00000160838	72	90	77	58	56	75	60	91	52
ENSG00000132694	3703	4535	4298	2743	3167	3722	3311	2867	3749
ENSG00000211581	0	0	8	0	0	18	6	6	0
ENSG00000266160	0	7	0	0	4	0	0	0	0
ENSG00000237842	4	0	18	6	4	2	2	0	2
ENSG00000224520	0	0	0	0	0	0	2	0	0
ENSG00000253831	0	0	0	2	0	1	2	4	0
ENSG00000117036	2458	3305	3504	1745	2248	2429	2435	1871	2340
ENSG00000235700	0	0	0	0	0	0	0	0	0
ENSG00000229961	0	0	0	0	0	0	0	0	0
ENSG00000284592	0	0	0	0	0	0	0	0	0
ENSG00000228239	0	0	0	0	0	0	0	0	0
ENSG00000271736	0	0	0	0	0	0	0	0	0
ENSG00000286073	0	0	0	0	0	0	0	0	0
ENSG00000237189	0	0	0	0	0	0	0	0	0
ENSG00000286151	6	14	0	0	2	0	0	0	0
ENSG00000286005	0	0	0	0	0	0	0	0	0
ENSG00000143297	0	0	0	0	0	0	0	0	0
ENSG00000163518	0	0	0	0	0	0	0	0	0
ENSG00000236731	0	0	0	0	0	0	0	0	0
ENSG00000233712	0	0	0	0	0	0	0	0	0
ENSG00000160856	0	0	0	0	0	0	0	0	0
ENSG00000227217	0	0	0	0	0	0	0	0	0
ENSG00000231700	0	4	2	6	2	0	0	4	0
ENSG00000232366	0	0	0	0	0	0	0	0	0
ENSG00000132704	0	0	0	0	0	0	0	0	0
ENSG00000163534	0	0	0	0	0	0	0	0	0
ENSG00000073754	0	0	0	0	0	0	0	0	0
ENSG00000227425	0	0	0	0	0	0	0	2	0
ENSG00000236957	0	0	0	0	0	0	0	0	0
ENSG00000183853	3890	5056	4653	3568	3577	4480	4007	3567	4417
ENSG00000226520	28	26	11	40	37	41	25	17	42
ENSG00000288460	0	0	0	0	0	0	0	0	0
ENSG00000231666	0	0	0	0	0	0	0	4	0
ENSG00000227295	8	22	14	10	12	6	8	22	4
ENSG00000158473	2	12	0	0	0	0	0	0	0
ENSG00000229914	0	0	0	0	0	0	0	0	0
ENSG00000176320	0	0	0	0	0	0	0	0	0
ENSG00000158477	0	0	0	0	0	0	0	0	0
ENSG00000230942	0	0	0	0	0	0	0	0	0
ENSG00000158481	0	0	0	0	0	0	0	0	0
ENSG00000158485	0	0	0	0	0	0	0	0	0
ENSG00000158488	0	0	0	0	0	0	0	0	0
ENSG00000186306	0	0	0	0	0	0	0	0	0
ENSG00000180708	0	0	0	0	0	0	0	0	0
ENSG00000203758	0	0	0	0	0	0	0	0	0
ENSG00000236257	6	6	0	8	4	16	4	0	0
ENSG00000173285	0	0	0	0	0	0	0	0	0
ENSG00000198965	0	0	0	0	0	0	0	0	0
ENSG00000236656	0	0	0	0	0	0	0	0	0
ENSG00000198703	0	0	0	0	0	0	0	0	0
ENSG00000227445	0	0	0	0	0	0	0	0	0
ENSG00000231434	8	6	2	8	6	0	2	4	6
ENSG00000197532	0	0	0	0	0	0	0	0	0
ENSG00000186440	0	0	0	0	0	0	0	0	0
ENSG00000279111	0	0	0	0	0	0	0	0	0
ENSG00000198967	4	0	0	0	0	0	0	0	0
ENSG00000163554	83	234	62	88	68	46	74	44	128
ENSG00000231237	0	0	0	0	0	0	0	0	0
ENSG00000196171	0	0	0	0	0	0	0	0	0
ENSG00000203757	0	0	0	0	0	0	0	0	0
ENSG00000180437	0	0	0	0	0	0	0	0	0
ENSG00000226949	0	0	0	0	0	0	0	0	0
ENSG00000197403	0	0	0	0	0	0	0	0	0
ENSG00000180433	0	0	0	0	0	0	0	0	0
ENSG00000188340	0	0	0	0	0	0	0	0	0
ENSG00000229724	0	0	0	0	0	0	0	0	0
ENSG00000180409	0	0	0	0	0	0	0	0	0
ENSG00000163563	0	0	0	0	0	0	0	0	0
ENSG00000229849	0	0	0	0	0	0	0	0	0
ENSG00000163564	0	1	0	4	0	0	0	6	0
ENSG00000163565	16019	19871	25248	7151	9804	8620	10425	10001	11276
ENSG00000265589	0	18	20	0	0	5	0	8	0
ENSG00000163568	0	0	0	0	0	0	0	0	0
ENSG00000233473	4	0	0	0	0	0	0	0	0
ENSG00000162706	4322	4514	4097	3155	3421	3760	4142	3669	3957
ENSG00000222552	0	0	7	0	0	0	0	0	0
ENSG00000225670	132	70	90	58	64	106	108	50	64
ENSG00000213088	87	156	117	97	99	102	96	99	77
ENSG00000215846	0	0	0	0	0	0	0	0	0
ENSG00000248642	4	0	0	0	0	0	2	0	0
ENSG00000179639	0	0	0	0	0	0	0	0	0
ENSG00000196266	0	0	0	0	4	0	0	0	0
ENSG00000228560	129	190	345	127	196	176	132	154	332
ENSG00000248442	0	0	0	0	0	0	0	0	0
ENSG00000251686	0	0	0	0	0	0	0	0	0
ENSG00000249197	4	2	0	0	0	0	2	10	0
ENSG00000249730	0	0	0	0	0	0	0	0	0
ENSG00000196184	0	0	0	0	0	0	0	0	0
ENSG00000224943	0	0	0	0	0	0	0	0	0
ENSG00000184155	0	0	0	0	0	0	0	0	0
ENSG00000231100	0	0	0	0	0	0	0	0	0
ENSG00000271890	0	0	0	0	0	0	0	0	0
ENSG00000132703	0	0	0	0	0	0	0	0	0
ENSG00000158731	0	0	0	2	0	0	0	0	0
ENSG00000276632	0	0	0	0	0	0	0	0	0
ENSG00000223603	0	0	0	0	0	0	0	0	0
ENSG00000132693	18	20	0	4	6	8	17	6	0
ENSG00000235226	0	0	2	0	0	0	0	0	0
ENSG00000158716	244	128	274	192	242	244	264	174	338
ENSG00000181036	0	0	0	0	0	0	0	0	0
ENSG00000158714	0	0	0	2	0	0	0	0	18
ENSG00000256029	40	56	50	45	32	48	29	58	56
ENSG00000188004	40	52	38	29	30	28	29	58	42
ENSG00000212161	0	0	0	0	0	0	0	0	0
ENSG00000243284	0	16	16	14	12	0	3	2	12
ENSG00000272668	52	101	130	58	82	100	84	68	76
ENSG00000213085	30	50	10	36	4	28	23	14	33
ENSG00000266458	2	0	0	0	0	0	0	0	0
ENSG00000287040	0	0	0	0	0	0	0	0	0
ENSG00000269620	0	32	6	0	0	0	8	0	42
ENSG00000279430	0	32	6	0	6	0	8	0	42
ENSG00000158710	19215	24425	20433	16213	17187	20299	18631	18853	22418
ENSG00000085552	10	0	0	0	0	0	0	0	4
ENSG00000162723	0	0	0	0	0	16	0	0	0
ENSG00000224259	2	0	0	0	0	0	0	0	0
ENSG00000273933	0	0	0	0	0	0	0	0	0
ENSG00000177807	0	0	0	0	0	0	0	0	0
ENSG00000237409	0	0	0	0	0	0	0	0	0
ENSG00000260766	346	316	308	166	234	216	326	338	210
ENSG00000143315	1975	1924	1915	1144	1409	1522	1788	1406	1667
ENSG00000225279	0	0	0	0	0	0	0	0	0
ENSG00000162728	0	0	0	8	0	6	0	0	0
ENSG00000162729	351	542	332	244	202	259	310	251	384
ENSG00000018625	4	4	4	3	3	0	4	0	0
ENSG00000132681	0	4	0	2	2	0	0	2	0
ENSG00000143318	0	0	0	0	0	0	0	0	0
ENSG00000227741	21	2	2	17	10	16	12	1	26
ENSG00000265381	173	415	235	176	183	201	210	150	180
ENSG00000162734	16458	22376	21602	11992	14286	16069	16339	15547	18998
ENSG00000132716	11144	13582	11257	8787	9130	11279	11051	9584	11438
ENSG00000258465	10939	13436	11753	8922	8993	11101	10906	9618	11467
ENSG00000228606	20	20	0	18	8	14	1	2	10
ENSG00000224261	0	0	0	0	2	14	0	6	0
ENSG00000162735	1884	2097	2024	1556	1442	1816	1841	1827	2090
ENSG00000122218	21021	25507	20753	17598	18573	20413	20693	18090	19696
ENSG00000235082	1	0	0	4	2	5	4	0	0
ENSG00000202078	27	2	28	48	39	5	26	20	42
ENSG00000162736	6690	7916	6013	5044	5277	6111	6253	5669	5895
ENSG00000171786	10	4	6	0	8	14	8	8	10
ENSG00000201608	0	0	0	0	0	0	0	0	0
ENSG00000162738	0	0	0	0	0	0	0	0	0
ENSG00000162739	0	0	0	0	0	0	0	0	0
ENSG00000223009	0	0	0	0	0	0	0	0	0
ENSG00000234425	0	0	0	0	0	0	0	0	0
ENSG00000066294	0	0	0	0	0	0	0	0	0
ENSG00000264286	0	0	0	0	0	0	0	0	0
ENSG00000117090	0	0	0	0	0	0	0	0	0
ENSG00000235101	0	0	0	0	0	0	0	2	2
ENSG00000228863	0	0	2	4	2	0	1	4	0
ENSG00000117091	0	0	0	0	0	0	0	0	0
ENSG00000227239	0	0	0	0	0	0	0	0	0
ENSG00000026751	0	0	0	0	0	4	0	0	2
ENSG00000275801	0	0	0	0	0	0	0	0	0
ENSG00000274562	0	0	0	0	0	0	0	0	0
ENSG00000122224	0	0	0	0	0	0	0	0	4
ENSG00000122223	0	0	0	0	0	0	0	0	0
ENSG00000226003	0	0	0	0	0	0	0	0	0
ENSG00000179914	0	0	0	0	0	2	0	0	0
ENSG00000213080	8	6	4	4	4	4	6	8	4
ENSG00000232188	0	0	0	0	0	0	0	0	0
ENSG00000198358	2	0	0	0	0	0	2	0	0
ENSG00000233691	0	0	0	0	0	0	0	0	0
ENSG00000158764	0	0	0	0	6	0	0	0	0
ENSG00000158769	9062	10384	8356	6494	7085	7688	7857	7185	7885
ENSG00000270149	3545	4262	2943	2512	2725	3052	3020	2616	3146
ENSG00000232879	0	0	0	0	0	0	0	0	0
ENSG00000215845	38	34	42	42	49	29	63	27	28
ENSG00000158773	1050	1567	1354	715	1076	866	1126	1033	1293
ENSG00000186517	12	2	4	0	10	30	2	2	0
ENSG00000268154	0	0	0	0	0	0	2	0	0
ENSG00000143217	8	2	0	2	0	14	6	4	2
ENSG00000228917	0	0	0	0	0	0	0	0	0
ENSG00000162755	22	16	4	16	4	0	16	20	18
ENSG00000143256	294	308	380	216	286	180	246	365	373
ENSG00000158793	295	410	489	279	301	360	350	417	427
ENSG00000158796	1129	1199	734	918	893	791	956	873	1180
ENSG00000238934	0	0	0	0	0	0	0	0	0
ENSG00000143222	627	701	617	577	538	538	541	634	676
ENSG00000224985	0	2	6	2	2	2	4	0	0
ENSG00000143258	215	425	380	185	239	210	220	254	260
ENSG00000143224	234	254	240	198	159	112	194	198	154
ENSG00000158850	738	800	642	658	634	694	706	702	808
ENSG00000158859	844	964	538	652	644	558	776	644	582
ENSG00000158864	2746	3634	2980	2295	2520	2370	3143	2508	3133
ENSG00000158869	8	32	2	2	3	0	8	8	0
ENSG00000268387	0	0	0	4	0	0	0	0	0
ENSG00000158874	0	0	0	0	0	0	0	0	0
ENSG00000158882	542	1022	568	504	546	632	562	622	786
ENSG00000263548	10	11	6	5	10	36	5	20	22
ENSG00000143257	6	24	20	16	4	19	6	8	6
ENSG00000248485	0	0	0	0	0	0	0	0	0
ENSG00000158887	16	30	26	28	24	24	24	14	42
ENSG00000143252	861	1044	945	705	935	1085	903	968	993
ENSG00000188931	17	28	0	0	14	10	17	2	8
ENSG00000288670	217	449	204	149	185	170	220	177	192
ENSG00000273075	2	0	0	0	2	4	0	8	0
ENSG00000236484	0	0	0	0	0	0	0	0	0
ENSG00000283696	4	0	0	10	2	0	2	8	0
ENSG00000288093	4	0	8	4	0	16	12	24	0
ENSG00000206921	2	0	0	0	0	0	0	4	0
ENSG00000283360	0	0	0	0	0	0	0	0	0
ENSG00000215840	13	8	0	0	0	0	5	0	0
ENSG00000277882	0	0	0	0	0	0	0	0	0
ENSG00000283317	2	2	0	0	8	4	0	6	0
ENSG00000143226	0	0	0	6	0	0	0	0	0
ENSG00000273112	0	0	0	0	0	0	0	0	0
ENSG00000173110	2	24	26	14	6	0	20	0	36
ENSG00000224203	0	0	0	0	0	0	0	0	0
ENSG00000203747	2	0	0	0	0	0	0	0	0
ENSG00000224515	0	0	0	0	0	0	0	0	0
ENSG00000244682	0	0	0	0	0	0	0	0	0
ENSG00000225217	0	0	0	6	0	2	0	0	0
ENSG00000231586	0	0	0	0	0	0	0	0	0
ENSG00000162747	0	0	0	0	0	0	0	0	0
ENSG00000072694	4	8	0	4	6	0	2	0	14
ENSG00000234211	0	6	0	0	0	0	0	0	0
ENSG00000213075	0	0	0	0	0	0	0	0	0
ENSG00000199595	0	0	0	0	0	0	0	0	0
ENSG00000132185	0	2	0	0	0	0	0	0	0
ENSG00000162746	62	74	36	18	42	40	36	28	32
ENSG00000241347	0	0	0	0	0	0	0	0	0
ENSG00000081721	163	260	278	148	204	160	204	124	244
ENSG00000226889	0	0	0	0	0	0	0	0	0
ENSG00000118217	13358	14903	12467	9599	11189	12157	14017	11128	13253
ENSG00000229808	52	68	64	38	60	12	90	108	44
ENSG00000162745	16	38	18	0	10	10	18	0	18
ENSG00000227818	0	0	0	0	0	0	0	0	0
ENSG00000198929	147	198	168	164	157	217	183	134	126
ENSG00000285636	0	0	2	0	0	0	0	0	0
ENSG00000266144	0	0	0	0	0	0	0	0	0
ENSG00000227094	0	0	0	0	0	0	0	0	0
ENSG00000252262	3	0	0	0	0	0	0	0	0
ENSG00000207729	0	0	0	0	0	0	0	0	0
ENSG00000254706	111	58	202	74	82	138	126	60	46
ENSG00000171722	0	0	0	0	0	0	0	0	0
ENSG00000239887	342	318	242	280	232	368	336	237	230
ENSG00000198574	0	0	22	0	0	0	2	0	0
ENSG00000227243	0	0	0	0	0	0	0	0	0
ENSG00000152332	21317	22802	21242	15998	19415	20071	20116	17558	20536
ENSG00000227941	0	0	0	0	2	0	0	0	0
ENSG00000259788	0	2	0	0	0	0	0	0	0
ENSG00000117143	3969	5422	6328	3364	4091	4308	4405	4371	5158
ENSG00000272574	126	72	188	112	74	118	86	87	173
ENSG00000162733	10921	12285	9473	7989	9136	9724	10554	9212	8883
ENSG00000243173	1	0	0	2	0	0	0	0	0
ENSG00000132196	353	460	506	314	225	346	334	357	482
ENSG00000185860	262	354	308	122	85	230	157	184	200
ENSG00000230739	0	0	0	0	0	0	0	0	0
ENSG00000227667	2	0	0	0	0	0	0	0	0
ENSG00000117152	5760	8421	9724	4603	6639	6657	6805	5799	9561
ENSG00000143248	80428	82127	79042	57694	68129	66395	75053	67303	73746
ENSG00000232892	0	0	0	0	0	0	0	0	0
ENSG00000225755	0	0	0	0	0	0	0	0	0
ENSG00000232995	118	169	70	100	111	198	150	73	214
ENSG00000237756	0	0	0	0	0	0	0	0	0
ENSG00000143228	138	198	346	72	152	86	235	98	280
ENSG00000252740	0	0	0	0	0	0	0	0	0
ENSG00000225122	0	0	0	0	0	0	0	0	0
ENSG00000200327	0	0	0	0	0	0	0	0	0
ENSG00000212527	0	0	0	0	0	0	0	0	0
ENSG00000228289	0	0	0	0	0	0	0	0	0
ENSG00000212538	0	0	0	0	0	0	0	0	0
ENSG00000225719	0	0	0	0	0	0	0	0	0
ENSG00000199849	0	0	0	0	0	0	0	0	0
ENSG00000213070	6	0	0	2	0	0	0	0	6
ENSG00000185630	904	910	912	666	788	940	1008	743	800
ENSG00000207082	0	2	0	10	0	8	0	0	0
ENSG00000269887	0	26	40	0	36	8	2	2	8
ENSG00000233693	0	0	0	0	0	0	0	0	0
ENSG00000271917	0	0	0	0	1	0	0	0	0
ENSG00000201987	0	0	0	0	0	0	0	0	0
ENSG00000225487	0	0	0	0	0	0	0	0	0
ENSG00000201270	0	0	0	0	0	0	0	0	0
ENSG00000212086	0	0	0	0	0	0	0	0	0
ENSG00000252359	0	0	0	0	0	0	0	0	0
ENSG00000162761	4	2	2	0	0	6	0	0	2
ENSG00000224702	0	0	0	0	0	0	0	0	0
ENSG00000238022	0	0	0	0	0	0	0	0	0
ENSG00000143171	2	0	0	0	0	0	0	0	0
ENSG00000237463	0	0	0	0	0	0	0	0	0
ENSG00000230748	0	0	0	0	0	0	0	0	0
ENSG00000162763	0	0	0	0	0	0	0	0	0
ENSG00000237783	0	0	0	0	0	0	0	0	0
ENSG00000236206	10	0	0	0	0	0	0	0	0
ENSG00000143198	1599	1145	1108	1166	1025	1363	1224	1323	1124
ENSG00000143149	1566	1845	1708	1285	1396	1599	1639	1446	1923
ENSG00000206990	101	132	124	95	71	86	117	82	96
ENSG00000230175	0	0	0	0	0	0	0	4	0
ENSG00000225272	0	0	0	0	0	0	0	0	0
ENSG00000215838	0	8	0	0	0	0	0	0	0
ENSG00000273365	0	0	0	0	0	0	0	2	0
ENSG00000143183	10992	12225	12192	8816	10191	10375	10916	9963	11224
ENSG00000224358	18	12	0	0	14	6	36	0	14
ENSG00000230659	0	0	0	0	0	0	0	0	0
ENSG00000143179	3039	4518	3451	2200	3093	3243	3006	2872	3559
ENSG00000236364	16	2	0	6	18	14	12	13	28
ENSG00000271527	0	0	0	0	0	0	0	0	0
ENSG00000226292	6	0	0	0	0	0	0	0	16
ENSG00000207341	0	0	0	0	0	0	0	0	0
ENSG00000188859	8	0	2	12	0	16	4	0	0
ENSG00000203307	4	20	0	0	0	0	0	0	0
ENSG00000230898	0	0	0	0	0	0	0	2	0
ENSG00000215952	0	0	0	0	0	0	0	0	0
ENSG00000229588	0	0	0	0	0	0	0	0	0
ENSG00000215835	6	19	18	9	10	18	2	6	12
ENSG00000225325	0	0	0	0	0	0	0	0	0
ENSG00000230231	0	0	0	0	0	0	0	0	0
ENSG00000234142	0	0	0	0	0	0	0	0	0
ENSG00000238087	0	0	0	0	0	0	0	0	0
ENSG00000215834	0	0	0	0	0	0	0	0	0
ENSG00000234984	0	0	0	0	0	0	0	0	0
ENSG00000232341	2	0	0	0	2	0	2	0	4
ENSG00000232148	0	0	0	0	0	0	0	0	0
ENSG00000232223	2	0	0	0	0	0	0	0	0
ENSG00000143157	2687	3429	2764	1960	2407	2822	2809	2331	2774
ENSG00000152382	303	176	277	200	200	377	252	206	256
ENSG00000225171	2	12	0	8	6	0	0	2	2
ENSG00000143195	0	2	0	0	0	2	0	0	2
ENSG00000143194	0	0	0	0	0	0	0	0	0
ENSG00000200036	0	0	0	0	0	0	0	0	0
ENSG00000238325	0	0	0	0	0	0	0	0	0
ENSG00000227907	0	0	0	0	0	0	0	0	0
ENSG00000143167	0	0	0	0	0	0	0	0	0
ENSG00000198842	0	0	6	2	2	0	0	0	0
ENSG00000213068	0	0	6	0	0	2	0	0	4
ENSG00000231605	0	0	0	0	0	0	0	0	0
ENSG00000272205	0	0	0	0	0	0	0	0	0
ENSG00000143190	2618	2663	1833	1822	1952	2303	2107	1927	2020
ENSG00000272033	44	26	20	20	12	40	6	28	44
ENSG00000198821	0	0	0	0	0	0	0	0	0
ENSG00000287218	0	0	0	4	0	0	8	0	4
ENSG00000233411	0	0	0	0	0	0	0	0	0
ENSG00000273160	0	0	0	0	0	0	0	0	0
ENSG00000227776	0	0	0	0	0	0	0	0	0
ENSG00000143162	936	1272	1277	742	814	948	902	948	778
ENSG00000231029	0	0	0	0	0	0	0	0	0
ENSG00000241666	0	2	0	0	0	0	0	2	0
ENSG00000198771	8	12	48	4	10	0	8	4	24
ENSG00000197965	8620	11424	10516	7187	8017	9393	8671	8425	9552
ENSG00000143199	0	0	0	0	0	4	0	2	0
ENSG00000250762	2	0	0	0	0	0	0	0	0
ENSG00000232194	0	2	0	0	0	0	0	0	14
ENSG00000143158	211	222	226	122	288	233	221	206	210
ENSG00000143164	3705	4742	4581	2965	3214	3471	3572	3217	4112
ENSG00000221545	0	0	0	0	0	0	0	0	0
ENSG00000224837	0	12	6	18	10	2	4	0	6
ENSG00000143147	3129	3762	3227	2583	2818	3348	3262	2723	3136
ENSG00000143155	7191	8118	8062	4823	5633	6484	6838	6271	7630
ENSG00000237049	0	0	0	0	0	0	0	0	0
ENSG00000237131	0	0	0	0	8	0	0	0	0
ENSG00000213064	10427	10810	10404	8016	9077	9481	9833	7875	9988
ENSG00000214262	30	4	12	14	8	14	6	6	0
ENSG00000206880	4	0	0	0	0	0	0	0	0
ENSG00000143178	98	36	18	60	54	152	87	26	44
ENSG00000227722	2	0	0	0	0	0	4	0	2
ENSG00000207974	0	0	0	0	0	0	0	0	0
ENSG00000228697	0	0	0	0	0	0	0	0	0
ENSG00000283255	0	0	0	0	0	0	0	0	0
